i,j,nx,ny,nz
48,6,0.49905524146405067,-0.7712658051480614,0.39508597010849494
49,6,0.5160342422232037,-0.7519344092723526,0.41024785801434954
50,6,0.5314185598671315,-0.7324948189612746,0.42549459975848525
51,6,0.5452640644689941,-0.7130367379064969,0.44075583988690853
52,6,0.5576335601227828,-0.693640992312815,0.45596818574115944
53,6,0.5685950834426006,-0.6743795773608556,0.4710751709902526
54,6,0.5782203570128028,-0.6553158668878516,0.48602709115954684
55,6,0.5865834109930754,-0.6365049523945582,0.5007807379731473
56,6,0.5937593710595449,-0.6179940831444436,0.515299061203717
57,6,0.5998232563861646,-0.5998232563861646,0.5295508683748849
58,6,0.6048459907309017,-0.5820273476641832,0.5435121839184011
59,6,0.6088480563763016,-0.5646600270329765,0.5571921554705506
60,6,0.6112860280345727,-0.5480587497021062,0.5709299421160878
61,6,0.6068297650520125,-0.5350080291743521,0.587812933649724
62,6,0.5616248459451273,-0.5415052320271038,0.6255794242974944
63,6,0.3319431469916527,-0.6051108683201092,0.7236398166257587
0,7,-0.3439644096416403,-0.6029441683564336,0.7198241554330101
1,7,-0.5774268851314087,-0.5353183662888968,0.6164514896090568
2,7,-0.6232622175247436,-0.5279879155633439,0.576864775510877
3,7,-0.6281734429033579,-0.5411148585764095,0.5591000227676386
4,7,-0.6261813445521077,-0.5579615959931333,0.544587716655187
5,7,-0.6226094707816979,-0.5756260671462532,0.5301057231483842
6,7,-0.6179940831444437,-0.5937593710595449,0.515299061203717
7,7,-0.6123084104885622,-0.6123084104885622,0.5001567963048597
8,7,-0.6054748343561522,-0.6312396432111662,0.48470273137256964
9,7,-0.5974110500316652,-0.6505140980234491,0.4689684910234396
10,7,-0.5880340672695988,-0.6700850827012782,0.4529921827930303
11,7,-0.5772614643223233,-0.6898974879616386,0.4368187929939233
12,7,-0.5650126811423061,-0.7098872400260247,0.420500626154844
13,7,-0.5512105110014448,-0.7299808527089662,0.4040976704211702
14,7,-0.5357827956690918,-0.7500951114409817,0.387677855515831
15,7,-0.5186643132989527,-0.7701369285294386,0.3713171709271849
16,7,-0.4997988364445362,-0.7900034112723912,0.35509961034429877
17,7,-0.47914132422224,-0.8095821848757194,0.3391169080927914
18,7,-0.4566601977679054,-0.8287520099925136,0.3234680350636616
19,7,-0.43233963248925755,-0.8473837295294238,0.30825842585054886
20,7,-0.4061817852214206,-0.8653415706719634,0.2935989159062398
21,7,-0.3782088605626072,-0.8824848155914496,0.27960437772406144
22,7,-0.34846490995984997,-0.898669838031058,0.266392058327394
23,7,-0.3170172512154562,-0.9137524833412394,0.2540796363731542
24,7,-0.28395739663470043,-0.9275907474215391,0.24278303522774022
25,7,-0.24940138641048756,-0.9400476867871298,0.23261404734601282
26,7,-0.21348944090575245,-0.9509944694144787,0.22367784370568142
27,7,-0.17638487136319342,-0.9603134562476707,0.21607045819325368
28,7,-0.13827222242409537,-0.9679011884921748,0.20987634888509216
29,7,-0.09935465983642208,-0.9736711481546841,0.2051661444291625
30,7,-0.05985066008263062,-0.9775561603147743,0.20199468289613123
31,7,-0.019990101827355347,-0.97951031620123,0.2003994418263149
32,7,0.01999010182735526,-0.97951031620123,0.2003994418263149
33,7,0.059850660082630534,-0.9775561603147743,0.20199468289613123
34,7,0.09935465983642203,-0.9736711481546841,0.2051661444291625
35,7,0.1382722224240954,-0.9679011884921748,0.20987634888509216
36,7,0.17638487136319345,-0.9603134562476707,0.21607045819325368
37,7,0.21348944090575245,-0.9509944694144787,0.22367784370568142
38,7,0.2494013864104876,-0.9400476867871298,0.23261404734601282
39,7,0.28395739663470043,-0.9275907474215389,0.24278303522774017
40,7,0.31701725121545626,-0.9137524833412395,0.2540796363731543
41,7,0.34846490995985,-0.898669838031058,0.266392058327394
42,7,0.3782088605626073,-0.8824848155914495,0.2796043777240614
43,7,0.4061817852214206,-0.8653415706719634,0.2935989159062398
44,7,0.43233963248925744,-0.8473837295294238,0.30825842585054886
45,7,0.45666019776790545,-0.8287520099925136,0.3234680350636616
46,7,0.47914132422224004,-0.8095821848757194,0.33911690809279144
47,7,0.4997988364445363,-0.7900034112723912,0.35509961034429877
